date,trip_count,avg_temp_f,season
2022-01-01,1863,47.66,Winter
2022-01-02,4231,51.26,Winter
2022-01-03,3351,44.42,Winter
2022-01-04,3623,28.4,Winter
2022-01-05,3393,31.28,Winter
2022-01-06,4332,40.64,Winter
2022-01-07,1671,34.34,Winter
2022-01-08,2290,27.32,Winter
2022-01-09,2049,21.02,Winter
2022-01-10,3441,37.94,Winter
2022-01-11,2624,27.14,Winter
2022-01-12,3998,18.32,Winter
2022-01-13,4991,32.36,Winter
2022-01-14,4470,35.24,Winter
2022-01-15,2162,32.9,Winter
2022-01-16,2010,17.42,Winter
2022-01-17,2848,30.92,Winter
2022-01-18,4203,35.78,Winter
2022-01-19,5219,31.459999999999997,Winter
2022-01-20,3363,42.98,Winter
2022-01-21,3304,28.94,Winter
2022-01-22,3096,20.3,Winter
2022-01-23,3135,24.8,Winter
2022-01-24,3941,31.82,Winter
2022-01-25,5017,30.56,Winter
2022-01-26,4217,33.8,Winter
2022-01-27,4302,22.82,Winter
2022-01-28,3476,27.14,Winter
2022-01-29,283,30.92,Winter
2022-01-30,920,18.86,Winter
2022-01-31,2177,17.6,Winter
2022-01-01,1963,47.66,Winter
2022-01-02,4402,51.26,Winter
2022-01-03,3342,44.42,Winter
2022-01-04,3681,28.4,Winter
2022-01-05,3236,31.28,Winter
2022-01-06,4132,40.64,Winter
2022-01-07,1621,34.34,Winter
2022-01-08,2380,27.32,Winter
2022-01-09,2179,21.02,Winter
2022-01-10,3319,37.94,Winter
2022-01-11,2493,27.14,Winter
2022-01-12,3891,18.32,Winter
2022-01-13,4881,32.36,Winter
2022-01-14,4363,35.24,Winter
2022-01-15,2299,32.9,Winter
2022-01-16,2119,17.42,Winter
2022-01-17,2888,30.92,Winter
2022-01-18,4168,35.78,Winter
2022-01-19,5209,31.460000000000004,Winter
2022-01-20,3314,42.98,Winter
2022-01-21,3367,28.940000000000005,Winter
2022-01-22,3252,20.3,Winter
2022-01-23,3219,24.8,Winter
2022-01-24,4002,31.82,Winter
2022-01-25,4904,30.56,Winter
2022-01-26,4150,33.8,Winter
2022-01-27,4308,22.82,Winter
2022-01-28,3478,27.14,Winter
2022-01-29,319,30.920000000000005,Winter
2022-01-30,944,18.86,Winter
2022-01-31,2177,17.6,Winter
2022-01-01,2024,47.66,Winter
2022-01-02,4076,51.26,Winter
2022-01-03,3087,44.42,Winter
2022-01-04,3404,28.4,Winter
2022-01-05,3256,31.28,Winter
2022-01-06,4462,40.64,Winter
2022-01-07,1804,34.34,Winter
2022-01-08,2375,27.32,Winter
2022-01-09,2313,21.02,Winter
2022-01-10,3581,37.94,Winter
2022-01-11,2620,27.14,Winter
2022-01-12,4027,18.32,Winter
2022-01-13,4859,32.36,Winter
2022-01-14,4401,35.24,Winter
2022-01-15,2298,32.9,Winter
2022-01-16,2046,17.42,Winter
2022-01-17,2726,30.919999999999998,Winter
2022-01-18,4238,35.78,Winter
2022-01-19,5343,31.46,Winter
2022-01-20,3329,42.98,Winter
2022-01-21,3292,28.940000000000005,Winter
2022-01-22,3235,20.3,Winter
2022-01-23,3176,24.8,Winter
2022-01-24,3941,31.82,Winter
2022-01-25,4862,30.56,Winter
2022-01-26,4062,33.8,Winter
2022-01-27,4334,22.82,Winter
2022-01-28,3401,27.14,Winter
2022-01-29,288,30.92,Winter
2022-01-30,989,18.86,Winter
2022-01-31,2151,17.6,Winter
2022-01-01,2015,47.66,Winter
2022-01-02,4358,51.26,Winter
2022-01-03,3152,44.42,Winter
2022-01-04,3350,28.4,Winter
2022-01-05,3279,31.280000000000005,Winter
2022-01-06,4376,40.64,Winter
2022-01-07,1604,34.34,Winter
2022-01-08,2345,27.32,Winter
2022-01-09,1942,21.02,Winter
2022-01-10,3498,37.94,Winter
2022-01-11,2639,27.140000000000004,Winter
2022-01-12,3881,18.32,Winter
2022-01-13,4939,32.36,Winter
2022-01-14,4564,35.24,Winter
2022-01-15,2252,32.9,Winter
2022-01-16,2120,17.42,Winter
2022-01-17,2875,30.92,Winter
2022-01-18,4234,35.78,Winter
2022-01-19,5294,31.459999999999997,Winter
2022-01-20,3327,42.98,Winter
2022-01-21,3341,28.94,Winter
2022-01-22,3137,20.3,Winter
2022-01-23,3225,24.8,Winter
2022-01-24,4125,31.82,Winter
2022-01-25,4957,30.559999999999995,Winter
2022-01-26,4131,33.8,Winter
2022-01-27,4317,22.82,Winter
2022-01-28,3315,27.14,Winter
2022-01-29,301,30.92,Winter
2022-01-30,920,18.86,Winter
2022-01-31,2187,17.6,Winter
2022-01-01,2002,47.66,Winter
2022-01-02,4133,51.26,Winter
2022-01-03,3092,44.42,Winter
2022-01-04,3583,28.4,Winter
2022-01-05,3404,31.28,Winter
2022-01-06,4538,40.64,Winter
2022-01-07,1742,34.34,Winter
2022-01-08,2432,27.320000000000004,Winter
2022-01-09,2134,21.02,Winter
2022-01-10,3342,37.94,Winter
2022-01-11,2653,27.14,Winter
2022-01-12,3970,18.32,Winter
2022-01-13,4948,32.36,Winter
2022-01-14,4336,35.24,Winter
2022-01-15,2204,32.9,Winter
2022-01-16,1979,17.42,Winter
2022-01-17,2695,30.92,Winter
2022-01-18,4206,35.78,Winter
2022-01-19,5236,31.46,Winter
2022-01-20,3270,42.97999999999999,Winter
2022-01-21,3417,28.940000000000005,Winter
2022-01-22,3061,20.3,Winter
2022-01-23,3157,24.8,Winter
2022-01-24,4137,31.82,Winter
2022-01-25,5035,30.560000000000002,Winter
2022-01-26,4122,33.8,Winter
2022-01-27,4347,22.82,Winter
2022-01-28,3332,27.139999999999997,Winter
2022-01-29,277,30.92,Winter
2022-01-30,918,18.86,Winter
2022-01-31,2298,17.6,Winter
2022-01-01,2096,47.66,Winter
2022-01-02,4632,51.26,Winter
2022-01-03,3538,44.419999999999995,Winter
2022-01-04,3935,28.4,Winter
2022-01-05,3404,31.28,Winter
2022-01-06,4228,40.64,Winter
2022-01-07,1788,34.34,Winter
2022-01-08,2598,27.32,Winter
2022-01-09,2218,21.02,Winter
2022-01-10,3606,37.94,Winter
2022-01-11,2848,27.14,Winter
2022-01-12,4065,18.32,Winter
2022-01-13,4744,32.36,Winter
2022-01-14,4311,35.24,Winter
2022-01-15,2194,32.9,Winter
2022-01-16,2115,17.42,Winter
2022-01-17,2813,30.92,Winter
2022-01-18,4076,35.78,Winter
2022-01-19,5086,31.46,Winter
2022-01-20,3238,42.98,Winter
2022-01-21,3207,28.94,Winter
2022-01-22,3024,20.3,Winter
2022-01-23,3038,24.800000000000004,Winter
2022-01-24,3829,31.82,Winter
2022-01-25,4675,30.56,Winter
2022-01-26,3887,33.8,Winter
2022-01-27,4172,22.82,Winter
2022-01-28,3398,27.14,Winter
2022-01-29,271,30.919999999999998,Winter
2022-01-30,891,18.86,Winter
2022-01-31,2075,17.6,Winter
2022-01-01,2039,47.66,Winter
2022-01-02,4320,51.26,Winter
2022-01-03,3341,44.42,Winter
2022-01-04,3585,28.4,Winter
2022-01-05,3401,31.28,Winter
2022-01-06,4416,40.64,Winter
2022-01-07,1692,34.34,Winter
2022-01-08,2424,27.320000000000004,Winter
2022-01-09,2106,21.02,Winter
2022-01-10,3263,37.94,Winter
2022-01-11,2374,27.14,Winter
2022-01-12,3579,18.32,Winter
2022-01-13,4758,32.36,Winter
2022-01-14,4635,35.24,Winter
2022-01-15,2306,32.9,Winter
2022-01-16,2131,17.42,Winter
2022-01-17,2991,30.92,Winter
2022-01-18,4117,35.78,Winter
2022-01-19,5232,31.46,Winter
2022-01-20,3263,42.98,Winter
2022-01-21,3345,28.94,Winter
2022-01-22,3281,20.3,Winter
2022-01-23,3373,24.800000000000004,Winter
2022-01-24,4030,31.82,Winter
2022-01-25,4940,30.56,Winter
2022-01-26,4054,33.8,Winter
2022-01-27,4272,22.82,Winter
2022-01-28,3356,27.14,Winter
2022-01-29,288,30.92,Winter
2022-01-30,997,18.86,Winter
2022-01-31,2091,17.6,Winter
2022-01-01,1890,47.66,Winter
2022-01-02,3923,51.26,Winter
2022-01-03,3287,44.42,Winter
2022-01-04,3491,28.4,Winter
2022-01-05,3282,31.28,Winter
2022-01-06,4638,40.64,Winter
2022-01-07,1748,34.34,Winter
2022-01-08,2298,27.32,Winter
2022-01-09,1933,21.02,Winter
2022-01-10,3284,37.94,Winter
2022-01-11,2651,27.14,Winter
2022-01-12,3642,18.32,Winter
2022-01-13,4750,32.36,Winter
2022-01-14,4331,35.24,Winter
2022-01-15,2321,32.9,Winter
2022-01-16,2073,17.42,Winter
2022-01-17,2862,30.92,Winter
2022-01-18,4265,35.78,Winter
2022-01-19,5532,31.46,Winter
2022-01-20,3446,42.98,Winter
2022-01-21,3289,28.94,Winter
2022-01-22,3075,20.3,Winter
2022-01-23,3288,24.800000000000004,Winter
2022-01-24,4196,31.82,Winter
2022-01-25,5132,30.559999999999995,Winter
2022-01-26,4104,33.8,Winter
2022-01-27,4312,22.82,Winter
2022-01-28,3508,27.139999999999997,Winter
2022-01-29,274,30.919999999999998,Winter
2022-01-30,900,18.86,Winter
2022-01-31,2275,17.6,Winter
2022-01-01,2154,47.66,Winter
2022-01-02,4281,51.26,Winter
2022-01-03,3084,44.42,Winter
2022-01-04,3542,28.399999999999995,Winter
2022-01-05,3254,31.280000000000005,Winter
2022-01-06,4238,40.64,Winter
2022-01-07,1655,34.34,Winter
2022-01-08,2398,27.32,Winter
2022-01-09,2061,21.02,Winter
2022-01-10,3262,37.94,Winter
2022-01-11,2590,27.14,Winter
2022-01-12,4014,18.32,Winter
2022-01-13,4813,32.36,Winter
2022-01-14,4499,35.24,Winter
2022-01-15,2255,32.9,Winter
2022-01-16,2003,17.42,Winter
2022-01-17,2835,30.920000000000005,Winter
2022-01-18,4257,35.78,Winter
2022-01-19,5249,31.46,Winter
2022-01-20,3290,42.98,Winter
2022-01-21,3345,28.94,Winter
2022-01-22,3279,20.3,Winter
2022-01-23,3207,24.8,Winter
2022-01-24,4229,31.82,Winter
2022-01-25,4956,30.56,Winter
2022-01-26,4235,33.8,Winter
2022-01-27,4337,22.82,Winter
2022-01-28,3444,27.14,Winter
2022-01-29,259,30.92,Winter
2022-01-30,861,18.86,Winter
2022-01-31,2114,17.6,Winter
2022-01-01,1810,47.66,Winter
2022-01-02,3789,51.26,Winter
2022-01-03,3053,44.42,Winter
2022-01-04,3781,28.4,Winter
2022-01-05,3428,31.280000000000005,Winter
2022-01-06,4467,40.64,Winter
2022-01-07,1684,34.34,Winter
2022-01-08,2372,27.32,Winter
2022-01-09,2079,21.02,Winter
2022-01-10,3416,37.94,Winter
2022-01-11,2712,27.140000000000004,Winter
2022-01-12,4300,18.32,Winter
2022-01-13,5416,32.36,Winter
2022-01-14,4509,35.24,Winter
2022-01-15,2205,32.9,Winter
2022-01-16,1927,17.42,Winter
2022-01-17,2874,30.92,Winter
2022-01-18,4160,35.78,Winter
2022-01-19,5234,31.460000000000004,Winter
2022-01-20,3353,42.980000000000004,Winter
2022-01-21,3293,28.939999999999998,Winter
2022-01-22,3012,20.3,Winter
2022-01-23,3248,24.800000000000004,Winter
2022-01-24,4000,31.82,Winter
2022-01-25,4908,30.559999999999995,Winter
2022-01-26,4098,33.8,Winter
2022-01-27,4240,22.82,Winter
2022-01-28,3327,27.14,Winter
2022-01-29,246,30.92,Winter
2022-01-30,915,18.859999999999996,Winter
2022-01-31,2144,17.6,Winter
2022-01-01,1039,47.66,Winter
2022-01-02,2089,51.26,Winter
2022-01-03,1799,44.42,Winter
2022-01-04,1904,28.4,Winter
2022-01-05,1743,31.28,Winter
2022-01-06,2177,40.64,Winter
2022-01-07,829,34.34,Winter
2022-01-08,1217,27.32,Winter
2022-01-09,1074,21.02,Winter
2022-01-10,1705,37.94,Winter
2022-01-11,1500,27.14,Winter
2022-01-12,2269,18.32,Winter
2022-01-13,2699,32.36,Winter
2022-01-14,2418,35.24,Winter
2022-01-15,1221,32.9,Winter
2022-01-16,1065,17.42,Winter
2022-01-17,1480,30.920000000000005,Winter
2022-01-18,2121,35.78,Winter
2022-01-19,2737,31.46,Winter
2022-01-20,1708,42.98,Winter
2022-01-21,1806,28.94,Winter
2022-01-22,1566,20.3,Winter
2022-01-23,1751,24.8,Winter
2022-01-24,2161,31.82,Winter
2022-01-25,2596,30.56,Winter
2022-01-26,2219,33.8,Winter
2022-01-27,2117,22.82,Winter
2022-01-28,1705,27.140000000000004,Winter
2022-01-29,121,30.92,Winter
2022-01-30,433,18.86,Winter
2022-01-31,1149,17.6,Winter
2022-02-01,1111,21.92,Winter
2022-02-02,1565,29.3,Winter
2022-02-03,1031,39.38,Winter
2022-02-04,812,43.16,Winter
2022-02-05,1188,30.739999999999995,Winter
2022-02-06,1149,23.36,Winter
2022-02-07,1164,27.14,Winter
2022-02-08,1899,36.67999999999999,Winter
2022-02-09,2158,34.88,Winter
2022-02-10,2412,37.94,Winter
2022-02-11,2554,42.08,Winter
2022-02-12,2741,46.58,Winter
2022-02-13,782,49.10000000000001,Winter
2022-02-14,1368,29.12,Winter
2022-02-15,1538,22.46,Winter
2022-02-16,2017,25.880000000000003,Winter
2022-02-17,2700,41.36,Winter
2022-02-18,1905,53.96,Winter
2022-02-19,1315,33.8,Winter
2022-02-20,1272,29.299999999999997,Winter
2022-02-21,2146,34.16,Winter
2022-02-22,1433,44.24,Winter
2022-02-23,2732,53.6,Winter
2022-02-24,1817,49.28000000000001,Winter
2022-02-25,1276,32.54,Winter
2022-02-26,1796,35.78,Winter
2022-02-27,1838,35.06,Winter
2022-02-28,1863,44.06,Winter
2022-02-01,2401,21.92,Winter
2022-02-02,3377,29.3,Winter
2022-02-03,2215,39.38,Winter
2022-02-04,1701,43.16,Winter
2022-02-05,2677,30.74,Winter
2022-02-06,2442,23.36,Winter
2022-02-07,2484,27.139999999999997,Winter
2022-02-08,4315,36.68,Winter
2022-02-09,4674,34.88,Winter
2022-02-10,5116,37.94,Winter
2022-02-11,5463,42.08,Winter
2022-02-12,5711,46.58,Winter
2022-02-13,1741,49.1,Winter
2022-02-14,2912,29.12,Winter
2022-02-15,3372,22.460000000000004,Winter
2022-02-16,4431,25.880000000000003,Winter
2022-02-17,5769,41.36,Winter
2022-02-18,3958,53.96,Winter
2022-02-19,2684,33.8,Winter
2022-02-20,2610,29.3,Winter
2022-02-21,4327,34.16,Winter
2022-02-22,2952,44.24,Winter
2022-02-23,5387,53.6,Winter
2022-02-24,3650,49.28,Winter
2022-02-25,2590,32.54,Winter
2022-02-26,3498,35.78,Winter
2022-02-27,3679,35.06,Winter
2022-02-28,3864,44.06,Winter
2022-02-01,2348,21.92,Winter
2022-02-02,3382,29.3,Winter
2022-02-03,2093,39.38,Winter
2022-02-04,1664,43.16,Winter
2022-02-05,2444,30.74,Winter
2022-02-06,2405,23.36,Winter
2022-02-07,2494,27.14,Winter
2022-02-08,4207,36.68,Winter
2022-02-09,4590,34.88,Winter
2022-02-10,5172,37.94,Winter
2022-02-11,5392,42.08,Winter
2022-02-12,5514,46.58,Winter
2022-02-13,1652,49.1,Winter
2022-02-14,2953,29.12,Winter
2022-02-15,3299,22.46,Winter
2022-02-16,4544,25.880000000000003,Winter
2022-02-17,5799,41.36,Winter
2022-02-18,3890,53.96,Winter
2022-02-19,2750,33.8,Winter
2022-02-20,2646,29.3,Winter
2022-02-21,4587,34.16,Winter
2022-02-22,3002,44.24,Winter
2022-02-23,5746,53.60000000000001,Winter
2022-02-24,3753,49.28,Winter
2022-02-25,2578,32.54,Winter
2022-02-26,3589,35.78,Winter
2022-02-27,3634,35.06,Winter
2022-02-28,3873,44.06,Winter
2022-02-01,2379,21.92,Winter
2022-02-02,3395,29.3,Winter
2022-02-03,2198,39.38,Winter
2022-02-04,1755,43.16,Winter
2022-02-05,2647,30.74,Winter
2022-02-06,2411,23.36,Winter
2022-02-07,2564,27.140000000000004,Winter
2022-02-08,4400,36.68,Winter
2022-02-09,4751,34.88,Winter
2022-02-10,5189,37.94,Winter
2022-02-11,5305,42.08,Winter
2022-02-12,5675,46.58,Winter
2022-02-13,1683,49.1,Winter
2022-02-14,2936,29.12,Winter
2022-02-15,3404,22.459999999999997,Winter
2022-02-16,4488,25.880000000000003,Winter
2022-02-17,5720,41.36,Winter
2022-02-18,3919,53.96,Winter
2022-02-19,2650,33.8,Winter
2022-02-20,2525,29.3,Winter
2022-02-21,4378,34.16,Winter
2022-02-22,3049,44.24,Winter
2022-02-23,5441,53.60000000000001,Winter
2022-02-24,3639,49.28,Winter
2022-02-25,2543,32.54,Winter
2022-02-26,3497,35.78,Winter
2022-02-27,3528,35.06,Winter
2022-02-28,3931,44.06,Winter
2022-02-01,2427,21.92,Winter
2022-02-02,3417,29.3,Winter
2022-02-03,2224,39.38,Winter
2022-02-04,1768,43.16,Winter
2022-02-05,2491,30.74,Winter
2022-02-06,2490,23.36,Winter
2022-02-07,2657,27.139999999999997,Winter
2022-02-08,4285,36.68,Winter
2022-02-09,4702,34.88,Winter
2022-02-10,5242,37.94,Winter
2022-02-11,5267,42.08,Winter
2022-02-12,5501,46.58,Winter
2022-02-13,1614,49.10000000000001,Winter
2022-02-14,2885,29.119999999999997,Winter
2022-02-15,3373,22.46,Winter
2022-02-16,4624,25.880000000000003,Winter
2022-02-17,5637,41.36,Winter
2022-02-18,3937,53.96,Winter
2022-02-19,2680,33.8,Winter
2022-02-20,2567,29.3,Winter
2022-02-21,4482,34.16,Winter
2022-02-22,3179,44.239999999999995,Winter
2022-02-23,5618,53.6,Winter
2022-02-24,3747,49.28,Winter
2022-02-25,2426,32.54,Winter
2022-02-26,3441,35.78,Winter
2022-02-27,3443,35.06,Winter
2022-02-28,3876,44.06,Winter
2022-02-01,2344,21.92,Winter
2022-02-02,3480,29.3,Winter
2022-02-03,2160,39.38,Winter
2022-02-04,1735,43.16,Winter
2022-02-05,2594,30.74,Winter
2022-02-06,2447,23.36,Winter
2022-02-07,2449,27.14,Winter
2022-02-08,4526,36.68,Winter
2022-02-09,4653,34.88,Winter
2022-02-10,5127,37.94,Winter
2022-02-11,5302,42.08,Winter
2022-02-12,5751,46.580000000000005,Winter
2022-02-13,1709,49.10000000000001,Winter
2022-02-14,2819,29.12,Winter
2022-02-15,3438,22.459999999999997,Winter
2022-02-16,4583,25.880000000000003,Winter
2022-02-17,5528,41.36,Winter
2022-02-18,3744,53.96,Winter
2022-02-19,2665,33.8,Winter
2022-02-20,2438,29.300000000000004,Winter
2022-02-21,4402,34.16,Winter
2022-02-22,3162,44.24,Winter
2022-02-23,5775,53.6,Winter
2022-02-24,3946,49.28,Winter
2022-02-25,2560,32.54,Winter
2022-02-26,3380,35.78,Winter
2022-02-27,3599,35.06,Winter
2022-02-28,3684,44.06,Winter
2022-02-01,2501,21.92,Winter
2022-02-02,3397,29.3,Winter
2022-02-03,2276,39.38,Winter
2022-02-04,1719,43.16,Winter
2022-02-05,2647,30.74,Winter
2022-02-06,2459,23.36,Winter
2022-02-07,2598,27.14,Winter
2022-02-08,4083,36.68,Winter
2022-02-09,4556,34.88,Winter
2022-02-10,4860,37.94,Winter
2022-02-11,5239,42.08,Winter
2022-02-12,5684,46.58,Winter
2022-02-13,1691,49.1,Winter
2022-02-14,2877,29.12,Winter
2022-02-15,3330,22.46,Winter
2022-02-16,4401,25.880000000000003,Winter
2022-02-17,5477,41.36,Winter
2022-02-18,3719,53.96,Winter
2022-02-19,2821,33.8,Winter
2022-02-20,2766,29.3,Winter
2022-02-21,4505,34.16,Winter
2022-02-22,3016,44.24,Winter
2022-02-23,5460,53.6,Winter
2022-02-24,3742,49.28,Winter
2022-02-25,2568,32.54,Winter
2022-02-26,3709,35.78000000000001,Winter
2022-02-27,3962,35.06,Winter
2022-02-28,3937,44.06,Winter
2022-02-01,2620,21.92,Winter
2022-02-02,3777,29.3,Winter
2022-02-03,2333,39.38,Winter
2022-02-04,1774,43.16,Winter
2022-02-05,2666,30.74,Winter
2022-02-06,2449,23.36,Winter
2022-02-07,2816,27.14,Winter
2022-02-08,4582,36.68,Winter
2022-02-09,4789,34.88,Winter
2022-02-10,5373,37.94,Winter
2022-02-11,5444,42.08,Winter
2022-02-12,5496,46.58,Winter
2022-02-13,1734,49.10000000000001,Winter
2022-02-14,3104,29.119999999999997,Winter
2022-02-15,3472,22.460000000000004,Winter
2022-02-16,4307,25.880000000000003,Winter
2022-02-17,5342,41.36,Winter
2022-02-18,3900,53.96,Winter
2022-02-19,2623,33.8,Winter
2022-02-20,2474,29.299999999999997,Winter
2022-02-21,4087,34.16,Winter
2022-02-22,3072,44.24,Winter
2022-02-23,5431,53.60000000000001,Winter
2022-02-24,3708,49.279999999999994,Winter
2022-02-25,2480,32.54,Winter
2022-02-26,3093,35.78,Winter
2022-02-27,3395,35.06,Winter
2022-02-28,3659,44.06,Winter
2022-02-01,2448,21.92,Winter
2022-02-02,3454,29.3,Winter
2022-02-03,2338,39.38,Winter
2022-02-04,1658,43.16,Winter
2022-02-05,2583,30.74,Winter
2022-02-06,2370,23.36,Winter
2022-02-07,2651,27.14,Winter
2022-02-08,4331,36.68,Winter
2022-02-09,4657,34.88,Winter
2022-02-10,5166,37.94,Winter
2022-02-11,5359,42.08,Winter
2022-02-12,5684,46.58,Winter
2022-02-13,1664,49.10000000000001,Winter
2022-02-14,2963,29.119999999999997,Winter
2022-02-15,3512,22.46,Winter
2022-02-16,4421,25.880000000000003,Winter
2022-02-17,5556,41.36,Winter
2022-02-18,3978,53.96,Winter
2022-02-19,2754,33.8,Winter
2022-02-20,2487,29.3,Winter
2022-02-21,4216,34.16,Winter
2022-02-22,3048,44.24000000000001,Winter
2022-02-23,5486,53.60000000000001,Winter
2022-02-24,3713,49.28,Winter
2022-02-25,2617,32.54,Winter
2022-02-26,3482,35.78,Winter
2022-02-27,3543,35.06,Winter
2022-02-28,3861,44.06,Winter
2022-02-01,2454,21.92,Winter
2022-02-02,3598,29.3,Winter
2022-02-03,2214,39.38,Winter
2022-02-04,1694,43.16,Winter
2022-02-05,2572,30.74,Winter
2022-02-06,2556,23.36,Winter
2022-02-07,2594,27.14,Winter
2022-02-08,4496,36.68,Winter
2022-02-09,4554,34.88,Winter
2022-02-10,5262,37.94,Winter
2022-02-11,5424,42.08,Winter
2022-02-12,5481,46.58,Winter
2022-02-13,1662,49.1,Winter
2022-02-14,2893,29.12,Winter
2022-02-15,3574,22.46,Winter
2022-02-16,4575,25.880000000000003,Winter
2022-02-17,5752,41.36,Winter
2022-02-18,3932,53.96,Winter
2022-02-19,2678,33.8,Winter
2022-02-20,2599,29.299999999999997,Winter
2022-02-21,4096,34.16,Winter
2022-02-22,3060,44.239999999999995,Winter
2022-02-23,5539,53.6,Winter
2022-02-24,3732,49.28,Winter
2022-02-25,2544,32.54,Winter
2022-02-26,3374,35.78,Winter
2022-02-27,3373,35.06,Winter
2022-02-28,3718,44.06,Winter
2022-02-01,2485,21.92,Winter
2022-02-02,3534,29.3,Winter
2022-02-03,2208,39.38,Winter
2022-02-04,1733,43.16,Winter
2022-02-05,2690,30.74,Winter
2022-02-06,2370,23.36,Winter
2022-02-07,2570,27.14,Winter
2022-02-08,4217,36.68,Winter
2022-02-09,4756,34.88,Winter
2022-02-10,4946,37.94,Winter
2022-02-11,5436,42.08,Winter
2022-02-12,5864,46.58,Winter
2022-02-13,1690,49.1,Winter
2022-02-14,2793,29.12,Winter
2022-02-15,3199,22.46,Winter
2022-02-16,4458,25.880000000000003,Winter
2022-02-17,5682,41.36,Winter
2022-02-18,4014,53.96,Winter
2022-02-19,2773,33.8,Winter
2022-02-20,2647,29.3,Winter
2022-02-21,4295,34.16,Winter
2022-02-22,2985,44.239999999999995,Winter
2022-02-23,5470,53.6,Winter
2022-02-24,3810,49.28,Winter
2022-02-25,2605,32.54,Winter
2022-02-26,3435,35.78,Winter
2022-02-27,3513,35.06,Winter
2022-02-28,3822,44.06,Winter
2022-02-01,2366,21.92,Winter
2022-02-02,3477,29.3,Winter
2022-02-03,2066,39.38,Winter
2022-02-04,1588,43.160000000000004,Winter
2022-02-05,2607,30.74,Winter
2022-02-06,2518,23.36,Winter
2022-02-07,2445,27.14,Winter
2022-02-08,4371,36.68,Winter
2022-02-09,4637,34.88,Winter
2022-02-10,5091,37.94,Winter
2022-02-11,5424,42.08,Winter
2022-02-12,5984,46.58,Winter
2022-02-13,1709,49.10000000000001,Winter
2022-02-14,2801,29.120000000000005,Winter
2022-02-15,3372,22.460000000000004,Winter
2022-02-16,4449,25.880000000000003,Winter
2022-02-17,5583,41.36,Winter
2022-02-18,3941,53.96,Winter
2022-02-19,2691,33.8,Winter
2022-02-20,2721,29.3,Winter
2022-02-21,4563,34.16,Winter
2022-02-22,2970,44.24000000000001,Winter
2022-02-23,5600,53.6,Winter
2022-02-24,3623,49.28,Winter
2022-02-25,2523,32.54,Winter
2022-02-26,3570,35.78,Winter
2022-02-27,3563,35.06,Winter
2022-02-28,3747,44.06,Winter
2022-02-01,2109,21.92,Winter
2022-02-02,3102,29.3,Winter
2022-02-03,1936,39.38,Winter
2022-02-04,1471,43.16,Winter
2022-02-05,2174,30.74,Winter
2022-02-06,2247,23.36,Winter
2022-02-07,2125,27.14,Winter
2022-02-08,3781,36.68,Winter
2022-02-09,4081,34.88,Winter
2022-02-10,4628,37.94,Winter
2022-02-11,4701,42.08,Winter
2022-02-12,5213,46.58,Winter
2022-02-13,1566,49.1,Winter
2022-02-14,2428,29.12,Winter
2022-02-15,3057,22.46,Winter
2022-02-16,3774,25.880000000000003,Winter
2022-02-17,4678,41.36,Winter
2022-02-18,3570,53.96,Winter
2022-02-19,2316,33.8,Winter
2022-02-20,2207,29.3,Winter
2022-02-21,3779,34.16,Winter
2022-02-22,2524,44.24,Winter
2022-02-23,4490,53.6,Winter
2022-02-24,3121,49.28,Winter
2022-02-25,2040,32.54,Winter
2022-02-26,2868,35.78,Winter
2022-02-27,3051,35.06,Winter
2022-02-28,3095,44.06,Winter
2022-03-01,443,34.34,Spring
2022-03-02,503,44.06,Spring
2022-03-03,431,43.7,Spring
2022-03-04,382,34.16,Spring
2022-03-05,406,36.32,Spring
2022-03-06,366,42.260000000000005,Spring
2022-03-07,493,61.52,Spring
2022-03-08,491,62.78,Spring
2022-03-09,197,42.260000000000005,Spring
2022-03-10,515,35.6,Spring
2022-03-11,525,42.620000000000005,Spring
2022-03-12,155,45.14,Spring
2022-03-13,227,27.5,Spring
2022-03-14,503,33.08,Spring
2022-03-15,609,49.82,Spring
2022-03-16,614,55.4,Spring
2022-03-17,361,50.54,Spring
2022-03-18,668,53.78,Spring
2022-03-19,558,56.48,Spring
2022-03-20,464,61.34,Spring
2022-03-21,504,51.620000000000005,Spring
2022-03-22,549,56.84,Spring
2022-03-23,501,52.88,Spring
2022-03-24,348,42.8,Spring
2022-03-25,574,45.5,Spring
2022-03-26,444,51.79999999999999,Spring
2022-03-27,354,45.86,Spring
2022-03-28,290,36.68,Spring
2022-03-29,380,27.5,Spring
2022-03-30,461,37.580000000000005,Spring
2022-03-31,552,43.88,Spring
2022-03-01,2993,34.34,Spring
2022-03-02,3689,44.06,Spring
2022-03-03,2937,43.7,Spring
2022-03-04,2777,34.16,Spring
2022-03-05,2691,36.32,Spring
2022-03-06,2940,42.260000000000005,Spring
2022-03-07,3737,61.52,Spring
2022-03-08,3339,62.78,Spring
2022-03-09,1476,42.260000000000005,Spring
2022-03-10,3545,35.6,Spring
2022-03-11,3738,42.620000000000005,Spring
2022-03-12,1089,45.14,Spring
2022-03-13,1712,27.5,Spring
2022-03-14,3449,33.08,Spring
2022-03-15,4101,49.82,Spring
2022-03-16,4429,55.4,Spring
2022-03-17,2608,50.54,Spring
2022-03-18,5099,53.78000000000001,Spring
2022-03-19,4134,56.48,Spring
2022-03-20,3519,61.34,Spring
2022-03-21,3977,51.620000000000005,Spring
